"Electrode"	"AvgAmp"	"Condition"	"Subject"	"faceRace"	"FixArea"
"VEOG"	8.340987	"Black_eyes"	15	"Black"	"eyes"
"HEOG"	-2.355543	"Black_eyes"	15	"Black"	"eyes"
"Nose"	1.792728	"Black_eyes"	15	"Black"	"eyes"
"FZ"	2.988872	"Black_fore"	15	"Black"	"fore"
"FC3"	3.932265	"Black_fore"	15	"Black"	"fore"
"FCZ"	4.793411	"Black_fore"	15	"Black"	"fore"
"FC4"	3.266782	"Black_fore"	15	"Black"	"fore"
"C3"	5.049609	"Black_fore"	15	"Black"	"fore"
"CZ"	6.164751	"Black_fore"	15	"Black"	"fore"
"C4"	4.108316	"Black_fore"	15	"Black"	"fore"
"CP3"	5.020492	"Black_fore"	15	"Black"	"fore"
"CPZ"	6.269461	"Black_fore"	15	"Black"	"fore"
"CP4"	4.489036	"Black_fore"	15	"Black"	"fore"
"P3"	5.48656	"Black_fore"	15	"Black"	"fore"
"PZ"	5.866129	"Black_fore"	15	"Black"	"fore"
"P4"	4.837386	"Black_fore"	15	"Black"	"fore"
"Oz"	-1.013184	"Black_fore"	15	"Black"	"fore"
"FP1"	1.59747	"Black_fore"	15	"Black"	"fore"
"FP2"	-0.289016	"Black_fore"	15	"Black"	"fore"
"A2"	1.998151	"Black_fore"	15	"Black"	"fore"
"P8/T6"	1.519875	"Black_fore"	15	"Black"	"fore"
"TP7"	2.285566	"Black_fore"	15	"Black"	"fore"
"TP8"	-0.145384	"Black_fore"	15	"Black"	"fore"
"P7/T5"	2.350704	"Black_fore"	15	"Black"	"fore"
"VEOG"	-0.158091	"Black_fore"	15	"Black"	"fore"
"HEOG"	-1.607826	"Black_fore"	15	"Black"	"fore"
"Nose"	0.278711	"Black_fore"	15	"Black"	"fore"
"FZ"	5.670244	"White_eyes"	15	"White"	"eyes"
"FC3"	6.142503	"White_eyes"	15	"White"	"eyes"
"FCZ"	7.836321	"White_eyes"	15	"White"	"eyes"
"FC4"	5.44389	"White_eyes"	15	"White"	"eyes"
"C3"	6.995156	"White_eyes"	15	"White"	"eyes"
"CZ"	8.473771	"White_eyes"	15	"White"	"eyes"
"C4"	5.937872	"White_eyes"	15	"White"	"eyes"
"CP3"	6.566054	"White_eyes"	15	"White"	"eyes"
"CPZ"	8.453545	"White_eyes"	15	"White"	"eyes"
"CP4"	6.072555	"White_eyes"	15	"White"	"eyes"
"P3"	6.69031	"White_eyes"	15	"White"	"eyes"
"PZ"	8.155939	"White_eyes"	15	"White"	"eyes"
"P4"	6.769816	"White_eyes"	15	"White"	"eyes"
"Oz"	-1.058733	"White_eyes"	15	"White"	"eyes"
"FP1"	2.535561	"White_eyes"	15	"White"	"eyes"
"FP2"	2.337013	"White_eyes"	15	"White"	"eyes"
"A2"	2.058041	"White_eyes"	15	"White"	"eyes"
"P8/T6"	2.653493	"White_eyes"	15	"White"	"eyes"
"TP7"	3.350562	"White_eyes"	15	"White"	"eyes"
"TP8"	1.116226	"White_eyes"	15	"White"	"eyes"
"P7/T5"	2.651852	"White_eyes"	15	"White"	"eyes"
"VEOG"	2.410388	"White_eyes"	15	"White"	"eyes"
"HEOG"	0.187011	"White_eyes"	15	"White"	"eyes"
"Nose"	1.833955	"White_eyes"	15	"White"	"eyes"
"FZ"	4.698935	"White_fore"	15	"White"	"fore"
"FC3"	5.221543	"White_fore"	15	"White"	"fore"
"FCZ"	5.853683	"White_fore"	15	"White"	"fore"
"FC4"	4.324285	"White_fore"	15	"White"	"fore"
"C3"	5.600779	"White_fore"	15	"White"	"fore"
"CZ"	5.619509	"White_fore"	15	"White"	"fore"
"C4"	4.011328	"White_fore"	15	"White"	"fore"
"CP3"	4.754353	"White_fore"	15	"White"	"fore"
"CPZ"	5.212178	"White_fore"	15	"White"	"fore"
"CP4"	3.70624	"White_fore"	15	"White"	"fore"
"P3"	4.644675	"White_fore"	15	"White"	"fore"
"PZ"	4.656261	"White_fore"	15	"White"	"fore"
"P4"	3.965903	"White_fore"	15	"White"	"fore"
"Oz"	-0.828372	"White_fore"	15	"White"	"fore"
"FP1"	2.249879	"White_fore"	15	"White"	"fore"
"FP2"	1.322981	"White_fore"	15	"White"	"fore"
"A2"	1.625656	"White_fore"	15	"White"	"fore"
"P8/T6"	1.312989	"White_fore"	15	"White"	"fore"
"TP7"	2.586876	"White_fore"	15	"White"	"fore"
"TP8"	0.633058	"White_fore"	15	"White"	"fore"
"P7/T5"	1.904531	"White_fore"	15	"White"	"fore"
"VEOG"	3.075596	"White_fore"	15	"White"	"fore"
"HEOG"	-5.596724	"White_fore"	15	"White"	"fore"
"Nose"	2.468075	"White_fore"	15	"White"	"fore"
"FZ"	7.844585	"Black_eyes"	16	"Black"	"eyes"
"FC3"	8.196329	"Black_eyes"	16	"Black"	"eyes"
"FCZ"	8.476349	"Black_eyes"	16	"Black"	"eyes"
"FC4"	5.872708	"Black_eyes"	16	"Black"	"eyes"
"C3"	8.218204	"Black_eyes"	16	"Black"	"eyes"
"CZ"	8.094521	"Black_eyes"	16	"Black"	"eyes"
"C4"	5.627541	"Black_eyes"	16	"Black"	"eyes"
"CP3"	7.568464	"Black_eyes"	16	"Black"	"eyes"
"CPZ"	7.446568	"Black_eyes"	16	"Black"	"eyes"
"CP4"	5.223701	"Black_eyes"	16	"Black"	"eyes"
"P3"	6.470444	"Black_eyes"	16	"Black"	"eyes"
"PZ"	6.688277	"Black_eyes"	16	"Black"	"eyes"
"P4"	4.783722	"Black_eyes"	16	"Black"	"eyes"
"Oz"	0.54752	"Black_eyes"	16	"Black"	"eyes"
"FP1"	6.249996	"Black_eyes"	16	"Black"	"eyes"
"FP2"	4.441287	"Black_eyes"	16	"Black"	"eyes"
"A2"	-1.076145	"Black_eyes"	16	"Black"	"eyes"
"P8/T6"	1.746477	"Black_eyes"	16	"Black"	"eyes"
"TP7"	5.362793	"Black_eyes"	16	"Black"	"eyes"
"TP8"	2.839911	"Black_eyes"	16	"Black"	"eyes"
"P7/T5"	4.451835	"Black_eyes"	16	"Black"	"eyes"
"VEOG"	17.573547	"Black_eyes"	16	"Black"	"eyes"
"HEOG"	-1.886762	"Black_eyes"	16	"Black"	"eyes"
"Nose"	5.252592	"Black_eyes"	16	"Black"	"eyes"
"FZ"	4.51633	"Black_fore"	16	"Black"	"fore"
"FC3"	5.748061	"Black_fore"	16	"Black"	"fore"
"FCZ"	5.692796	"Black_fore"	16	"Black"	"fore"
"FC4"	3.743974	"Black_fore"	16	"Black"	"fore"
"C3"	6.131604	"Black_fore"	16	"Black"	"fore"
"CZ"	6.093641	"Black_fore"	16	"Black"	"fore"
"C4"	3.874418	"Black_fore"	16	"Black"	"fore"
"CP3"	5.829023	"Black_fore"	16	"Black"	"fore"
"CPZ"	6.317219	"Black_fore"	16	"Black"	"fore"
"CP4"	3.91336	"Black_fore"	16	"Black"	"fore"
"P3"	5.750673	"Black_fore"	16	"Black"	"fore"
"PZ"	5.926867	"Black_fore"	16	"Black"	"fore"
"P4"	3.986907	"Black_fore"	16	"Black"	"fore"
"Oz"	-0.486937	"Black_fore"	16	"Black"	"fore"
"FP1"	3.738425	"Black_fore"	16	"Black"	"fore"
"FP2"	3.105234	"Black_fore"	16	"Black"	"fore"
"A2"	0.96049	"Black_fore"	16	"Black"	"fore"
"P8/T6"	0.522615	"Black_fore"	16	"Black"	"fore"
"TP7"	4.430471	"Black_fore"	16	"Black"	"fore"
"TP8"	1.670865	"Black_fore"	16	"Black"	"fore"
"P7/T5"	4.316351	"Black_fore"	16	"Black"	"fore"
"VEOG"	16.786254	"Black_fore"	16	"Black"	"fore"
"HEOG"	-2.020923	"Black_fore"	16	"Black"	"fore"
"Nose"	4.23884	"Black_fore"	16	"Black"	"fore"
"FZ"	5.329955	"White_eyes"	16	"White"	"eyes"
"FC3"	6.478629	"White_eyes"	16	"White"	"eyes"
"FCZ"	5.821812	"White_eyes"	16	"White"	"eyes"
"FC4"	4.420579	"White_eyes"	16	"White"	"eyes"
"C3"	6.810263	"White_eyes"	16	"White"	"eyes"
"CZ"	5.949423	"White_eyes"	16	"White"	"eyes"
"C4"	4.480753	"White_eyes"	16	"White"	"eyes"
"CP3"	6.096024	"White_eyes"	16	"White"	"eyes"
"CPZ"	6.023535	"White_eyes"	16	"White"	"eyes"
"CP4"	4.453688	"White_eyes"	16	"White"	"eyes"
"P3"	6.082942	"White_eyes"	16	"White"	"eyes"
"PZ"	5.345563	"White_eyes"	16	"White"	"eyes"
"P4"	4.047897	"White_eyes"	16	"White"	"eyes"
"Oz"	-0.420632	"White_eyes"	16	"White"	"eyes"
"FP1"	5.556036	"White_eyes"	16	"White"	"eyes"
"FP2"	3.683741	"White_eyes"	16	"White"	"eyes"
"A2"	0.843113	"White_eyes"	16	"White"	"eyes"
"P8/T6"	1.344713	"White_eyes"	16	"White"	"eyes"
"TP7"	5.189715	"White_eyes"	16	"White"	"eyes"
"TP8"	2.738774	"White_eyes"	16	"White"	"eyes"
"P7/T5"	4.906437	"White_eyes"	16	"White"	"eyes"
"VEOG"	14.65043	"White_eyes"	16	"White"	"eyes"
"HEOG"	-3.118267	"White_eyes"	16	"White"	"eyes"
"Nose"	5.367485	"White_eyes"	16	"White"	"eyes"
"FZ"	6.89661	"White_fore"	16	"White"	"fore"
"FC3"	7.635601	"White_fore"	16	"White"	"fore"
"FCZ"	8.017929	"White_fore"	16	"White"	"fore"
"FC4"	6.729618	"White_fore"	16	"White"	"fore"
"C3"	7.816541	"White_fore"	16	"White"	"fore"
"CZ"	7.896005	"White_fore"	16	"White"	"fore"
"C4"	6.313939	"White_fore"	16	"White"	"fore"
"CP3"	6.99358	"White_fore"	16	"White"	"fore"
"CPZ"	7.865168	"White_fore"	16	"White"	"fore"
"CP4"	6.094381	"White_fore"	16	"White"	"fore"
"P3"	6.111602	"White_fore"	16	"White"	"fore"
"PZ"	6.905767	"White_fore"	16	"White"	"fore"
"P4"	5.715564	"White_fore"	16	"White"	"fore"
"Oz"	0.59458	"White_fore"	16	"White"	"fore"
"FP1"	5.8317	"White_fore"	16	"White"	"fore"
"FP2"	4.693302	"White_fore"	16	"White"	"fore"
"A2"	-1.18228	"White_fore"	16	"White"	"fore"
"P8/T6"	2.569791	"White_fore"	16	"White"	"fore"
"TP7"	4.657911	"White_fore"	16	"White"	"fore"
"TP8"	4.17572	"White_fore"	16	"White"	"fore"
"P7/T5"	4.446324	"White_fore"	16	"White"	"fore"
"VEOG"	18.63786	"White_fore"	16	"White"	"fore"
"HEOG"	1.926204	"White_fore"	16	"White"	"fore"
"Nose"	6.193011	"White_fore"	16	"White"	"fore"
"FZ"	3.209065	"Black_eyes"	17	"Black"	"eyes"
"FC3"	4.701608	"Black_eyes"	17	"Black"	"eyes"
"FCZ"	3.241652	"Black_eyes"	17	"Black"	"eyes"
"FC4"	2.654212	"Black_eyes"	17	"Black"	"eyes"
"C3"	4.613396	"Black_eyes"	17	"Black"	"eyes"
"CZ"	3.420021	"Black_eyes"	17	"Black"	"eyes"
"C4"	2.027927	"Black_eyes"	17	"Black"	"eyes"
"CP3"	4.015712	"Black_eyes"	17	"Black"	"eyes"
"CPZ"	3.952671	"Black_eyes"	17	"Black"	"eyes"
"CP4"	1.511733	"Black_eyes"	17	"Black"	"eyes"
"P3"	3.671582	"Black_eyes"	17	"Black"	"eyes"
"PZ"	3.849905	"Black_eyes"	17	"Black"	"eyes"
"P4"	1.857809	"Black_eyes"	17	"Black"	"eyes"
"Oz"	-0.277473	"Black_eyes"	17	"Black"	"eyes"
"FP1"	4.12024	"Black_eyes"	17	"Black"	"eyes"
"FP2"	3.351093	"Black_eyes"	17	"Black"	"eyes"
"A2"	0.55643	"Black_eyes"	17	"Black"	"eyes"
"P8/T6"	-3.715016	"Black_eyes"	17	"Black"	"eyes"
"TP7"	1.176595	"Black_eyes"	17	"Black"	"eyes"
"TP8"	-0.709675	"Black_eyes"	17	"Black"	"eyes"
"P7/T5"	0.021323	"Black_eyes"	17	"Black"	"eyes"
"VEOG"	19.270245	"Black_eyes"	17	"Black"	"eyes"
"HEOG"	-1.055102	"Black_eyes"	17	"Black"	"eyes"
"Nose"	3.820331	"Black_eyes"	17	"Black"	"eyes"
"FZ"	0.91438	"Black_fore"	17	"Black"	"fore"
"FC3"	1.799787	"Black_fore"	17	"Black"	"fore"
"FCZ"	0.767105	"Black_fore"	17	"Black"	"fore"
"FC4"	1.380296	"Black_fore"	17	"Black"	"fore"
"C3"	2.426408	"Black_fore"	17	"Black"	"fore"
"CZ"	2.28195	"Black_fore"	17	"Black"	"fore"
"C4"	1.452928	"Black_fore"	17	"Black"	"fore"
"CP3"	2.811545	"Black_fore"	17	"Black"	"fore"
"CPZ"	2.865013	"Black_fore"	17	"Black"	"fore"
"CP4"	0.831236	"Black_fore"	17	"Black"	"fore"
"P3"	3.665566	"Black_fore"	17	"Black"	"fore"
"PZ"	3.756758	"Black_fore"	17	"Black"	"fore"
"P4"	1.206716	"Black_fore"	17	"Black"	"fore"
"Oz"	0.512644	"Black_fore"	17	"Black"	"fore"
"FP1"	2.017681	"Black_fore"	17	"Black"	"fore"
"FP2"	1.9703	"Black_fore"	17	"Black"	"fore"
"A2"	-1.045911	"Black_fore"	17	"Black"	"fore"
"P8/T6"	-3.146735	"Black_fore"	17	"Black"	"fore"
"TP7"	-0.102559	"Black_fore"	17	"Black"	"fore"
"TP8"	-0.599812	"Black_fore"	17	"Black"	"fore"
"P7/T5"	0.112015	"Black_fore"	17	"Black"	"fore"
"VEOG"	19.329027	"Black_fore"	17	"Black"	"fore"
"HEOG"	2.684189	"Black_fore"	17	"Black"	"fore"
"Nose"	1.454688	"Black_fore"	17	"Black"	"fore"
"FZ"	2.433245	"White_eyes"	17	"White"	"eyes"
"FC3"	2.407359	"White_eyes"	17	"White"	"eyes"
"FCZ"	2.123201	"White_eyes"	17	"White"	"eyes"
"FC4"	0.824931	"White_eyes"	17	"White"	"eyes"
"C3"	1.856893	"White_eyes"	17	"White"	"eyes"
"CZ"	0.775582	"White_eyes"	17	"White"	"eyes"
"C4"	0.411165	"White_eyes"	17	"White"	"eyes"
"CP3"	1.255068	"White_eyes"	17	"White"	"eyes"
"CPZ"	0.554603	"White_eyes"	17	"White"	"eyes"
"CP4"	-0.815002	"White_eyes"	17	"White"	"eyes"
"P3"	2.490868	"White_eyes"	17	"White"	"eyes"
"PZ"	2.346367	"White_eyes"	17	"White"	"eyes"
"P4"	0.697687	"White_eyes"	17	"White"	"eyes"
"Oz"	0.209631	"White_eyes"	17	"White"	"eyes"
"FP1"	3.772295	"White_eyes"	17	"White"	"eyes"
"FP2"	3.621529	"White_eyes"	17	"White"	"eyes"
"A2"	-0.414948	"White_eyes"	17	"White"	"eyes"
"P8/T6"	-4.532747	"White_eyes"	17	"White"	"eyes"
"TP7"	0.352419	"White_eyes"	17	"White"	"eyes"
"TP8"	-1.903996	"White_eyes"	17	"White"	"eyes"
"P7/T5"	0.037884	"White_eyes"	17	"White"	"eyes"
"VEOG"	21.721547	"White_eyes"	17	"White"	"eyes"
"HEOG"	1.146381	"White_eyes"	17	"White"	"eyes"
"Nose"	3.215623	"White_eyes"	17	"White"	"eyes"
"FZ"	0.129382	"White_fore"	17	"White"	"fore"
"FC3"	1.501213	"White_fore"	17	"White"	"fore"
"FCZ"	0.450792	"White_fore"	17	"White"	"fore"
"FC4"	-0.039548	"White_fore"	17	"White"	"fore"
"C3"	1.279486	"White_fore"	17	"White"	"fore"
"CZ"	0.423655	"White_fore"	17	"White"	"fore"
"C4"	-0.302991	"White_fore"	17	"White"	"fore"
"CP3"	1.84853	"White_fore"	17	"White"	"fore"
"CPZ"	1.143406	"White_fore"	17	"White"	"fore"
"CP4"	-1.231417	"White_fore"	17	"White"	"fore"
"P3"	2.519621	"White_fore"	17	"White"	"fore"
"PZ"	2.234508	"White_fore"	17	"White"	"fore"
"P4"	-0.537326	"White_fore"	17	"White"	"fore"
"Oz"	-0.428383	"White_fore"	17	"White"	"fore"
"FP1"	0.229164	"White_fore"	17	"White"	"fore"
"FP2"	-0.113375	"White_fore"	17	"White"	"fore"
"A2"	0.855338	"White_fore"	17	"White"	"fore"
"P8/T6"	-5.121294	"White_fore"	17	"White"	"fore"
"TP7"	0.999003	"White_fore"	17	"White"	"fore"
"TP8"	-1.710677	"White_fore"	17	"White"	"fore"
"P7/T5"	0.455619	"White_fore"	17	"White"	"fore"
"VEOG"	19.947553	"White_fore"	17	"White"	"fore"
"HEOG"	1.7552	"White_fore"	17	"White"	"fore"
"Nose"	1.314799	"White_fore"	17	"White"	"fore"
"FZ"	7.14571	"Black_eyes"	18	"Black"	"eyes"
"FC3"	7.347251	"Black_eyes"	18	"Black"	"eyes"
"FCZ"	8.131504	"Black_eyes"	18	"Black"	"eyes"
"FC4"	6.288825	"Black_eyes"	18	"Black"	"eyes"
"C3"	7.142595	"Black_eyes"	18	"Black"	"eyes"
"CZ"	8.34374	"Black_eyes"	18	"Black"	"eyes"
"C4"	6.152388	"Black_eyes"	18	"Black"	"eyes"
"CP3"	7.030507	"Black_eyes"	18	"Black"	"eyes"
"CPZ"	7.806143	"Black_eyes"	18	"Black"	"eyes"
"CP4"	6.086246	"Black_eyes"	18	"Black"	"eyes"
"P3"	7.314076	"Black_eyes"	18	"Black"	"eyes"
"PZ"	7.134756	"Black_eyes"	18	"Black"	"eyes"
"P4"	5.866483	"Black_eyes"	18	"Black"	"eyes"
"Oz"	-2.560324	"Black_eyes"	18	"Black"	"eyes"
"FP1"	3.150149	"Black_eyes"	18	"Black"	"eyes"
"FP2"	3.421622	"Black_eyes"	18	"Black"	"eyes"
"A2"	5.075584	"Black_eyes"	18	"Black"	"eyes"
"P8/T6"	2.505707	"Black_eyes"	18	"Black"	"eyes"
"TP7"	6.119317	"Black_eyes"	18	"Black"	"eyes"
"TP8"	2.039236	"Black_eyes"	18	"Black"	"eyes"
"P7/T5"	7.065187	"Black_eyes"	18	"Black"	"eyes"
"VEOG"	9.896153	"Black_eyes"	18	"Black"	"eyes"
"HEOG"	-8.555093	"Black_eyes"	18	"Black"	"eyes"
"Nose"	3.439793	"Black_eyes"	18	"Black"	"eyes"
"FZ"	1.365439	"Black_fore"	18	"Black"	"fore"
"FC3"	2.77966	"Black_fore"	18	"Black"	"fore"
"FCZ"	2.694734	"Black_fore"	18	"Black"	"fore"
"FC4"	0.264339	"Black_fore"	18	"Black"	"fore"
"C3"	4.415128	"Black_fore"	18	"Black"	"fore"
"CZ"	3.791078	"Black_fore"	18	"Black"	"fore"
"C4"	1.11164	"Black_fore"	18	"Black"	"fore"
"CP3"	5.122192	"Black_fore"	18	"Black"	"fore"
"CPZ"	4.584467	"Black_fore"	18	"Black"	"fore"
"CP4"	1.835074	"Black_fore"	18	"Black"	"fore"
"P3"	6.327013	"Black_fore"	18	"Black"	"fore"
"PZ"	5.365264	"Black_fore"	18	"Black"	"fore"
"P4"	2.747154	"Black_fore"	18	"Black"	"fore"
"Oz"	-2.466026	"Black_fore"	18	"Black"	"fore"
"FP1"	0.243679	"Black_fore"	18	"Black"	"fore"
"FP2"	-0.208607	"Black_fore"	18	"Black"	"fore"
"A2"	4.886815	"Black_fore"	18	"Black"	"fore"
"P8/T6"	-1.036228	"Black_fore"	18	"Black"	"fore"
"TP7"	4.070573	"Black_fore"	18	"Black"	"fore"
"TP8"	-1.669932	"Black_fore"	18	"Black"	"fore"
"P7/T5"	6.16896	"Black_fore"	18	"Black"	"fore"
"VEOG"	1.494577	"Black_fore"	18	"Black"	"fore"
"HEOG"	-10.101908	"Black_fore"	18	"Black"	"fore"
"Nose"	1.241571	"Black_fore"	18	"Black"	"fore"
"FZ"	2.115769	"White_eyes"	18	"White"	"eyes"
"FC3"	3.5596	"White_eyes"	18	"White"	"eyes"
"FCZ"	2.748883	"White_eyes"	18	"White"	"eyes"
"FC4"	2.027168	"White_eyes"	18	"White"	"eyes"
"C3"	3.449137	"White_eyes"	18	"White"	"eyes"
"CZ"	3.016938	"White_eyes"	18	"White"	"eyes"
"C4"	2.306879	"White_eyes"	18	"White"	"eyes"
"CP3"	4.851795	"White_eyes"	18	"White"	"eyes"
"CPZ"	3.477753	"White_eyes"	18	"White"	"eyes"
"CP4"	3.10734	"White_eyes"	18	"White"	"eyes"
"P3"	4.830733	"White_eyes"	18	"White"	"eyes"
"PZ"	4.532311	"White_eyes"	18	"White"	"eyes"
"P4"	3.515075	"White_eyes"	18	"White"	"eyes"
"Oz"	-2.085251	"White_eyes"	18	"White"	"eyes"
"FP1"	0.255097	"White_eyes"	18	"White"	"eyes"
"FP2"	0.181004	"White_eyes"	18	"White"	"eyes"
"A2"	4.106615	"White_eyes"	18	"White"	"eyes"
"P8/T6"	1.400457	"White_eyes"	18	"White"	"eyes"
"TP7"	4.057537	"White_eyes"	18	"White"	"eyes"
"TP8"	0.903671	"White_eyes"	18	"White"	"eyes"
"P7/T5"	5.24267	"White_eyes"	18	"White"	"eyes"
"VEOG"	8.022521	"White_eyes"	18	"White"	"eyes"
"HEOG"	-5.603428	"White_eyes"	18	"White"	"eyes"
"Nose"	1.848665	"White_eyes"	18	"White"	"eyes"
"FZ"	1.056609	"White_fore"	18	"White"	"fore"
"FC3"	2.862814	"White_fore"	18	"White"	"fore"
"FCZ"	1.459553	"White_fore"	18	"White"	"fore"
"FC4"	-0.511282	"White_fore"	18	"White"	"fore"
"C3"	3.563163	"White_fore"	18	"White"	"fore"
"CZ"	2.677805	"White_fore"	18	"White"	"fore"
"C4"	0.206649	"White_fore"	18	"White"	"fore"
"CP3"	3.715852	"White_fore"	18	"White"	"fore"
"CPZ"	2.45045	"White_fore"	18	"White"	"fore"
"CP4"	0.968371	"White_fore"	18	"White"	"fore"
"P3"	5.283603	"White_fore"	18	"White"	"fore"
"PZ"	3.575615	"White_fore"	18	"White"	"fore"
"P4"	1.66345	"White_fore"	18	"White"	"fore"
"Oz"	-2.838983	"White_fore"	18	"White"	"fore"
"FP1"	-0.562956	"White_fore"	18	"White"	"fore"
"FP2"	-0.410546	"White_fore"	18	"White"	"fore"
"A2"	5.624473	"White_fore"	18	"White"	"fore"
"P8/T6"	-0.470334	"White_fore"	18	"White"	"fore"
"TP7"	5.205113	"White_fore"	18	"White"	"fore"
"TP8"	-1.173528	"White_fore"	18	"White"	"fore"
"P7/T5"	6.795948	"White_fore"	18	"White"	"fore"
"VEOG"	12.568727	"White_fore"	18	"White"	"fore"
"HEOG"	-9.680962	"White_fore"	18	"White"	"fore"
"Nose"	1.505397	"White_fore"	18	"White"	"fore"
"FZ"	6.106099	"Black_eyes"	19	"Black"	"eyes"
"FC3"	6.164119	"Black_eyes"	19	"Black"	"eyes"
"FCZ"	6.930246	"Black_eyes"	19	"Black"	"eyes"
"FC4"	5.51949	"Black_eyes"	19	"Black"	"eyes"
"C3"	7.102979	"Black_eyes"	19	"Black"	"eyes"
"CZ"	7.235862	"Black_eyes"	19	"Black"	"eyes"
"C4"	4.651459	"Black_eyes"	19	"Black"	"eyes"
"CP3"	6.347195	"Black_eyes"	19	"Black"	"eyes"
"CPZ"	6.905624	"Black_eyes"	19	"Black"	"eyes"
"CP4"	4.882308	"Black_eyes"	19	"Black"	"eyes"
"P3"	5.737482	"Black_eyes"	19	"Black"	"eyes"
"PZ"	6.319869	"Black_eyes"	19	"Black"	"eyes"
"P4"	5.074682	"Black_eyes"	19	"Black"	"eyes"
"Oz"	-0.575176	"Black_eyes"	19	"Black"	"eyes"
"FP1"	4.10119	"Black_eyes"	19	"Black"	"eyes"
"FP2"	4.013898	"Black_eyes"	19	"Black"	"eyes"
"A2"	1.100539	"Black_eyes"	19	"Black"	"eyes"
"P8/T6"	0.175058	"Black_eyes"	19	"Black"	"eyes"
"TP7"	2.541705	"Black_eyes"	19	"Black"	"eyes"
"TP8"	0.01983	"Black_eyes"	19	"Black"	"eyes"
"P7/T5"	1.393108	"Black_eyes"	19	"Black"	"eyes"
"VEOG"	4.881644	"Black_eyes"	19	"Black"	"eyes"
"HEOG"	0.425974	"Black_eyes"	19	"Black"	"eyes"
"Nose"	3.775222	"Black_eyes"	19	"Black"	"eyes"
"FZ"	5.670604	"Black_fore"	19	"Black"	"fore"
"FC3"	5.768239	"Black_fore"	19	"Black"	"fore"
"FCZ"	6.449532	"Black_fore"	19	"Black"	"fore"
"FC4"	5.963969	"Black_fore"	19	"Black"	"fore"
"C3"	7.498206	"Black_fore"	19	"Black"	"fore"
"CZ"	7.447073	"Black_fore"	19	"Black"	"fore"
"C4"	5.874588	"Black_fore"	19	"Black"	"fore"
"CP3"	7.305916	"Black_fore"	19	"Black"	"fore"
"CPZ"	7.937359	"Black_fore"	19	"Black"	"fore"
"CP4"	5.885961	"Black_fore"	19	"Black"	"fore"
"P3"	6.780731	"Black_fore"	19	"Black"	"fore"
"PZ"	7.509992	"Black_fore"	19	"Black"	"fore"
"P4"	6.253023	"Black_fore"	19	"Black"	"fore"
"Oz"	-0.447362	"Black_fore"	19	"Black"	"fore"
"FP1"	3.275166	"Black_fore"	19	"Black"	"fore"
"FP2"	4.58758	"Black_fore"	19	"Black"	"fore"
"A2"	0.881057	"Black_fore"	19	"Black"	"fore"
"P8/T6"	0.694592	"Black_fore"	19	"Black"	"fore"
"TP7"	3.047426	"Black_fore"	19	"Black"	"fore"
"TP8"	0.399805	"Black_fore"	19	"Black"	"fore"
"P7/T5"	2.135001	"Black_fore"	19	"Black"	"fore"
"VEOG"	7.072857	"Black_fore"	19	"Black"	"fore"
"HEOG"	0.111944	"Black_fore"	19	"Black"	"fore"
"Nose"	4.575565	"Black_fore"	19	"Black"	"fore"
"FZ"	3.28952	"White_eyes"	19	"White"	"eyes"
"FC3"	3.560403	"White_eyes"	19	"White"	"eyes"
"FCZ"	3.774634	"White_eyes"	19	"White"	"eyes"
"FC4"	3.038683	"White_eyes"	19	"White"	"eyes"
"C3"	4.932363	"White_eyes"	19	"White"	"eyes"
"CZ"	4.097798	"White_eyes"	19	"White"	"eyes"
"C4"	2.924345	"White_eyes"	19	"White"	"eyes"
"CP3"	4.481447	"White_eyes"	19	"White"	"eyes"
"CPZ"	4.752282	"White_eyes"	19	"White"	"eyes"
"CP4"	3.240335	"White_eyes"	19	"White"	"eyes"
"P3"	4.36652	"White_eyes"	19	"White"	"eyes"
"PZ"	4.921013	"White_eyes"	19	"White"	"eyes"
"P4"	4.346374	"White_eyes"	19	"White"	"eyes"
"Oz"	-0.324392	"White_eyes"	19	"White"	"eyes"
"FP1"	1.706523	"White_eyes"	19	"White"	"eyes"
"FP2"	2.617396	"White_eyes"	19	"White"	"eyes"
"A2"	0.620089	"White_eyes"	19	"White"	"eyes"
"P8/T6"	0.847636	"White_eyes"	19	"White"	"eyes"
"TP7"	1.724605	"White_eyes"	19	"White"	"eyes"
"TP8"	-0.022651	"White_eyes"	19	"White"	"eyes"
"P7/T5"	1.484824	"White_eyes"	19	"White"	"eyes"
"VEOG"	3.617204	"White_eyes"	19	"White"	"eyes"
"HEOG"	0.083874	"White_eyes"	19	"White"	"eyes"
"Nose"	3.305636	"White_eyes"	19	"White"	"eyes"
"FZ"	2.654813	"White_fore"	19	"White"	"fore"
"FC3"	3.028236	"White_fore"	19	"White"	"fore"
"FCZ"	3.518344	"White_fore"	19	"White"	"fore"
"FC4"	2.060564	"White_fore"	19	"White"	"fore"
"C3"	3.789119	"White_fore"	19	"White"	"fore"
"CZ"	4.019366	"White_fore"	19	"White"	"fore"
"C4"	1.999889	"White_fore"	19	"White"	"fore"
"CP3"	3.637129	"White_fore"	19	"White"	"fore"
"CPZ"	3.989798	"White_fore"	19	"White"	"fore"
"CP4"	2.039531	"White_fore"	19	"White"	"fore"
"P3"	3.3366	"White_fore"	19	"White"	"fore"
"PZ"	3.37265	"White_fore"	19	"White"	"fore"
