"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-2.6855	-13.092	-1.8463	0.8392	-13.7634	-4.5319	4.8676	-10.91	0.8392	8.0566	-1.5106	2.5177	11.5814	4.8676	10.4065	-2.5177	6.2103	0.1678	1	224	123	2	1	2
-2.182	-12.7563	-1.5106	1.3428	-13.2599	-4.1962	5.0354	-11.0779	0.6714	8.0566	-2.0142	2.182	11.0779	5.8746	9.7351	-2.3499	5.8746	-0.6714	1	225	124	2	1	2
-1.8463	-12.5885	-1.1749	1.6785	-12.7563	-4.1962	5.0354	-11.0779	0.8392	7.8888	-2.8534	1.6785	10.5743	7.3853	8.8959	-2.3499	5.7068	-1.5106	1	226	125	2	1	2
-1.6785	-12.085	-0.8392	2.0142	-12.4207	-3.8605	5.2032	-11.0779	0.8392	7.7209	-3.3569	1.1749	9.903	9.0637	8.3923	-2.5177	5.7068	-2.5177	1	227	126	2	1	2
-1.3428	-11.7493	-0.6714	2.3499	-11.7493	-3.5248	5.3711	-11.0779	0.6714	7.7209	-3.6926	0.8392	9.5673	10.91	7.8888	-2.3499	5.7068	-3.3569	1	228	127	2	1	2
-1.3428	-11.2457	-0.5035	2.5177	-11.4136	-3.5248	5.5389	-11.0779	0.6714	7.5531	-4.0283	0.6714	9.0637	12.5885	7.3853	-2.3499	5.7068	-4.0283	1	229	128	2	1	2
-1.1749	-10.91	-0.5035	2.5177	-10.91	-3.3569	5.3711	-10.91	0.6714	7.3853	-4.5319	0.3357	8.3923	14.0991	6.546	-2.3499	5.5389	-4.5319	1	230	129	2	1	2
-1.1749	-10.4065	-0.5035	2.6855	-10.2386	-3.1891	5.2032	-10.91	0.6714	6.7139	-5.0354	0	7.5531	14.9384	5.7068	-2.5177	5.2032	-5.2032	1	231	130	2	1	2
-1.3428	-10.0708	-0.6714	2.5177	-9.903	-3.1891	5.0354	-10.91	0.5035	6.546	-5.3711	-0.1678	6.8817	15.6097	4.8676	-2.5177	5.0354	-5.7068	1	232	131	2	1	2
-1.6785	-10.0708	-1.0071	2.182	-9.903	-3.5248	4.6997	-10.91	0.1678	5.7068	-5.7068	-0.5035	5.8746	16.1133	3.8605	-2.3499	4.8676	-6.2103	1	233	132	2	1	2
-1.6785	-9.7351	-1.1749	2.0142	-9.5673	-3.5248	4.1962	-10.7422	0	5.3711	-6.0425	-0.8392	4.8676	16.2811	2.8534	-2.5177	4.364	-6.546	1	234	133	2	1	2
-2.0142	-9.7351	-1.5106	1.5106	-9.3994	-3.6926	3.8605	-10.91	-0.3357	4.6997	-6.2103	-1.1749	4.0283	16.449	1.8463	-2.182	4.0283	-6.7139	1	235	134	2	1	2
-2.3499	-9.5673	-1.8463	1.1749	-9.2316	-4.0283	3.3569	-10.7422	-0.6714	3.8605	-6.3782	-1.5106	2.8534	16.2811	0.5035	-2.0142	3.5248	-6.8817	1	236	135	2	1	2
-2.5177	-9.5673	-2.182	1.0071	-8.8959	-4.1962	3.0212	-10.4065	-0.8392	3.5248	-6.2103	-1.5106	2.182	15.7776	-0.1678	-1.5106	3.1891	-6.546	1	237	136	2	1	2
-2.6855	-9.5673	-2.3499	0.6714	-8.8959	-4.364	2.6855	-10.0708	-1.0071	3.0212	-5.7068	-1.3428	1.5106	15.4419	-0.8392	-0.8392	2.8534	-6.2103	1	238	137	2	1	2
-2.8534	-9.5673	-2.5177	0.5035	-8.728	-4.5319	2.3499	-9.903	-1.1749	2.5177	-5.5389	-1.3428	1.0071	14.6027	-1.5106	0	2.5177	-5.8746	1	239	138	2	1	2
-2.8534	-9.7351	-2.8534	0.1678	-8.5602	-4.6997	2.182	-9.3994	-1.1749	2.182	-5.0354	-1.1749	0.6714	13.5956	-2.0142	0.5035	2.0142	-5.2032	1	240	139	2	1	2
-2.8534	-9.5673	-3.0212	0.1678	-8.5602	-5.0354	1.8463	-9.0637	-1.3428	1.8463	-4.8676	-1.0071	0.1678	12.5885	-2.3499	1.0071	1.5106	-4.6997	1	241	140	2	1	2
-3.0212	-9.903	-3.3569	-0.1678	-8.5602	-5.3711	1.5106	-8.5602	-1.6785	1.3428	-4.364	-0.8392	-0.1678	11.7493	-2.6855	1.8463	1.3428	-4.1962	1	242	141	2	1	2
-3.1891	-10.0708	-3.5248	-0.3357	-8.5602	-5.7068	1.3428	-8.3923	-1.6785	1.0071	-4.0283	-0.6714	-0.5035	10.7422	-3.0212	2.3499	1.0071	-3.6926	1	243	142	2	1	2
-3.1891	-10.2386	-3.8605	-0.3357	-8.3923	-5.8746	1.1749	-8.0566	-1.8463	0.8392	-3.5248	-0.5035	-0.8392	10.0708	-3.0212	3.0212	0.5035	-3.0212	1	244	143	2	1	2
-3.1891	-10.2386	-3.8605	-0.3357	-8.3923	-6.0425	1.0071	-7.3853	-2.0142	0.6714	-3.1891	-0.3357	-0.8392	9.0637	-3.0212	3.5248	0.5035	-2.5177	1	245	144	2	1	2
-3.1891	-10.4065	-4.1962	-0.5035	-8.5602	-6.546	0.6714	-7.2174	-2.182	0.1678	-2.6855	-0.1678	-1.0071	8.2245	-2.8534	4.1962	0.3357	-2.0142	1	246	145	2	1	2
-3.1891	-10.4065	-4.364	-0.3357	-8.5602	-6.8817	0.6714	-6.8817	-2.5177	-0.1678	-2.3499	0	-1.0071	7.2174	-2.8534	4.6997	0.1678	-1.6785	1	247	146	2	1	2
-3.1891	-10.4065	-4.5319	-0.5035	-8.5602	-7.0496	0.5035	-6.546	-2.5177	-0.3357	-1.8463	0.1678	-1.1749	5.7068	-2.5177	5.0354	0.3357	-1.0071	1	248	147	2	1	2
-3.0212	-10.4065	-4.5319	-0.1678	-8.3923	-7.2174	0.5035	-6.0425	-2.5177	-0.3357	-1.6785	0.5035	-0.8392	4.1962	-2.0142	5.5389	0.5035	-0.6714	1	249	148	2	1	2
-3.0212	-10.4065	-4.6997	0	-8.2245	-7.5531	0.3357	-5.7068	-2.6855	-0.5035	-1.3428	0.6714	-0.8392	2.6855	-1.6785	5.8746	0.6714	-0.3357	1	250	149	2	1	2
-2.8534	-10.4065	-4.6997	0.1678	-8.2245	-7.7209	0.1678	-5.5389	-2.6855	-0.8392	-1.0071	1.0071	-0.8392	1.1749	-1.5106	6.2103	0.6714	0	1	251	150	2	1	2
-3.0212	-10.4065	-4.8676	0	-8.2245	-8.0566	0	-5.2032	-3.0212	-0.8392	-1.0071	1.0071	-0.8392	-0.3357	-1.6785	6.546	0.6714	0	1	252	151	2	1	2
-3.0212	-10.4065	-5.0354	0.1678	-8.0566	-8.2245	-0.1678	-5.0354	-3.0212	-1.3428	-0.8392	1.0071	-1.0071	-1.5106	-1.6785	6.546	0.5035	0	1	253	152	2	1	2
-3.1891	-10.7422	-5.0354	-0.1678	-8.2245	-8.5602	-0.3357	-5.2032	-3.1891	-1.6785	-1.0071	1.0071	-1.1749	-2.8534	-2.182	6.546	0.3357	-0.3357	1	254	153	2	1	2
-3.3569	-11.0779	-5.3711	-0.3357	-8.2245	-8.8959	-1.0071	-5.3711	-3.5248	-2.0142	-1.1749	0.8392	-1.5106	-4.1962	-2.6855	6.3782	-0.3357	-0.6714	1	255	154	2	1	2
-3.3569	-11.2457	-5.5389	-0.6714	-8.2245	-9.0637	-1.1749	-5.3711	-3.6926	-2.5177	-1.3428	0.8392	-1.6785	-4.8676	-3.5248	6.2103	-0.5035	-1.0071	1	256	155	2	1	2
-3.5248	-11.4136	-5.8746	-1.0071	-8.2245	-9.2316	-1.6785	-5.3711	-4.0283	-3.0212	-1.8463	0.6714	-2.182	-5.2032	-4.364	5.8746	-1.1749	-1.6785	1	257	156	2	1	2
-3.8605	-11.7493	-6.0425	-1.5106	-8.5602	-9.7351	-2.3499	-5.7068	-4.364	-3.3569	-2.3499	0.3357	-2.6855	-5.5389	-5.3711	5.5389	-1.8463	-2.3499	1	258	157	2	1	2
-4.364	-12.085	-6.546	-2.182	-8.5602	-10.0708	-2.8534	-6.2103	-4.8676	-3.8605	-2.6855	0	-3.1891	-5.2032	-6.3782	5.2032	-2.5177	-2.8534	1	259	158	2	1	2
-4.5319	-11.9171	-6.546	-2.8534	-8.5602	-10.2386	-3.3569	-6.3782	-5.0354	-4.5319	-3.3569	-0.3357	-3.6926	-4.364	-7.3853	4.6997	-3.1891	-3.3569	1	260	159	2	1	2
-4.8676	-11.7493	-6.7139	-3.3569	-8.5602	-10.0708	-3.6926	-6.7139	-5.2032	-4.8676	-3.6926	-0.5035	-4.0283	-3.3569	-8.0566	4.364	-3.6926	-3.6926	1	261	160	2	1	2
-1.6785	3.6926	-1.3428	7.3853	11.0779	5.0354	8.5602	9.5673	6.0425	9.3994	0.1678	4.5319	7.7209	-5.7068	4.6997	15.274	3.5248	14.6027	1	211	110	3	1	2
-0.8392	4.364	-0.1678	8.3923	11.5814	6.2103	10.4065	9.903	7.0496	11.2457	0.5035	5.2032	9.3994	-5.0354	5.8746	15.274	5.0354	14.9384	1	212	111	3	1	2
0.1678	5.0354	1.0071	9.7351	12.085	7.3853	12.085	10.0708	8.3923	12.9242	0.6714	6.0425	10.7422	-4.364	6.7139	15.1062	6.0425	14.9384	1	213	112	3	1	2
1.1749	5.5389	2.0142	10.91	12.5885	8.5602	13.9313	10.4065	9.3994	14.7705	0.8392	6.7139	12.2528	-4.1962	7.8888	15.274	7.3853	15.1062	1	214	113	3	1	2
2.182	6.546	3.5248	12.2528	13.2599	9.903	15.6097	10.5743	10.4065	16.2811	1.0071	7.2174	13.4277	-4.1962	8.5602	14.9384	8.3923	14.9384	1	215	114	3	1	2
3.3569	7.0496	4.8676	13.4277	13.5956	11.2457	17.2882	10.91	11.5814	17.7917	1.1749	7.8888	14.6027	-4.364	9.3994	14.7705	9.5673	14.6027	1	216	115	3	1	2
4.364	7.7209	6.2103	14.9384	14.267	12.4207	18.631	11.2457	12.4207	19.1345	1.1749	8.2245	15.274	-4.5319	9.7351	14.6027	10.2386	14.0991	1	217	116	3	1	2
5.3711	8.3923	7.3853	16.2811	14.6027	13.4277	19.9738	11.4136	13.092	19.9738	1.0071	8.3923	15.7776	-4.6997	9.903	14.267	10.91	13.5956	1	218	117	3	1	2
6.546	8.5602	8.5602	17.7917	15.274	14.4348	21.1487	11.7493	13.9313	20.9808	1.1749	8.728	16.1133	-4.8676	10.0708	14.0991	11.5814	12.9242	1	219	118	3	1	2
7.3853	9.0637	9.5673	19.1345	15.4419	15.4419	21.9879	11.9171	14.6027	21.4844	1.1749	8.728	15.9454	-5.0354	9.7351	13.5956	11.9171	12.085	1	220	119	3	1	2
8.0566	9.5673	10.5743	20.3094	15.7776	16.1133	22.6593	12.085	14.9384	21.6522	1.0071	8.3923	15.7776	-4.6997	9.2316	13.2599	11.9171	11.2457	1	221	120	3	1	2
8.8959	9.7351	11.4136	21.3165	16.2811	16.9525	23.3307	12.4207	15.274	21.9879	1.1749	8.3923	15.4419	-4.5319	8.728	13.092	12.085	10.5743	1	222	121	3	1	2
9.5673	10.4065	12.2528	22.1558	16.6168	17.2882	23.6664	12.5885	15.6097	21.8201	1.1749	8.3923	14.9384	-4.1962	8.2245	13.092	11.7493	9.7351	1	223	122	3	1	2
9.903	10.4065	12.5885	22.995	16.9525	17.7917	23.8342	12.9242	15.7776	21.4844	1.1749	8.0566	14.4348	-3.5248	7.3853	12.9242	11.5814	9.0637	1	224	123	3	1	2
10.5743	10.91	13.2599	23.8342	17.4561	18.1274	23.8342	13.5956	15.9454	21.3165	1.5106	8.0566	13.7634	-2.8534	6.7139	13.092	11.4136	8.728	1	225	124	3	1	2
11.0779	11.0779	13.5956	24.3378	17.9596	18.631	24.0021	14.0991	16.2811	20.9808	1.8463	7.8888	13.2599	-1.8463	6.3782	13.2599	11.0779	8.2245	1	226	125	3	1	2
11.2457	11.4136	14.0991	24.8413	18.4631	18.9667	23.8342	14.7705	16.449	20.813	2.3499	8.0566	12.9242	-0.8392	6.0425	13.5956	11.0779	8.2245	1	227	126	3	1	2
11.5814	11.9171	14.4348	25.3448	19.1345	19.1345	23.6664	15.6097	16.9525	20.4773	2.8534	8.3923	12.5885	0	5.7068	14.0991	11.0779	8.2245	1	228	127	3	1	2
11.9171	12.4207	14.7705	25.6805	19.9738	19.4702	23.4985	16.7847	17.2882	20.3094	3.6926	8.5602	12.4207	0.8392	5.8746	14.6027	11.0779	8.2245	1	229	128	3	1	2
12.5885	13.092	15.274	26.1841	20.813	19.9738	23.6664	17.7917	17.9596	20.3094	4.6997	9.0637	12.5885	1.3428	6.3782	15.274	11.4136	8.728	1	230	129	3	1	2
12.7563	13.5956	15.4419	26.5198	21.6522	20.3094	23.4985	18.9667	18.2953	20.3094	5.5389	9.5673	12.4207	1.1749	6.7139	15.9454	11.5814	9.0637	1	231	130	3	1	2
13.2599	14.4348	15.7776	26.6876	22.4915	20.6451	23.3307	20.3094	18.9667	20.3094	6.3782	10.0708	12.7563	0.8392	7.0496	16.6168	11.9171	9.5673	1	232	131	3	1	2
13.4277	14.9384	15.9454	26.6876	23.4985	20.813	23.1628	21.3165	19.3024	20.1416	7.3853	10.5743	12.7563	0	7.5531	17.2882	12.2528	10.0708	1	233	132	3	1	2
13.7634	15.7776	16.2811	26.6876	24.3378	20.9808	22.995	22.6593	19.9738	20.1416	8.3923	11.2457	12.9242	-0.5035	8.0566	17.9596	12.4207	10.7422	1	234	133	3	1	2
14.267	16.449	16.449	26.6876	25.3448	21.1487	22.8271	23.8342	20.3094	20.3094	9.0637	11.7493	13.2599	-1.5106	8.2245	18.7988	12.5885	11.4136	1	235	134	3	1	2
14.7705	17.1204	16.6168	26.6876	26.0162	21.3165	22.6593	24.8413	20.6451	20.1416	9.903	12.2528	13.4277	-2.0142	8.5602	19.4702	12.9242	12.085	1	236	135	3	1	2
14.9384	17.4561	16.6168	26.3519	26.6876	21.4844	22.4915	25.6805	20.9808	20.1416	10.5743	12.5885	13.5956	-2.6855	8.728	20.1416	12.9242	12.5885	1	237	136	3	1	2
15.4419	18.1274	16.7847	26.1841	27.359	21.6522	22.3236	26.6876	21.3165	20.1416	11.4136	13.092	13.7634	-3.1891	9.0637	20.813	13.092	13.4277	1	238	137	3	1	2
15.7776	18.4631	16.6168	25.8484	27.8625	21.4844	22.1558	27.359	21.3165	20.1416	11.7493	13.2599	13.7634	-3.3569	9.0637	21.1487	13.092	13.9313	1	239	138	3	1	2
16.1133	18.631	16.6168	25.3448	28.0304	21.4844	21.8201	27.8625	21.3165	19.9738	12.2528	13.4277	13.7634	-3.3569	9.0637	21.6522	12.9242	14.4348	1	240	139	3	1	2
16.6168	19.1345	16.6168	25.0092	28.3661	21.4844	21.6522	28.5339	21.4844	20.1416	12.5885	13.7634	13.9313	-2.8534	9.2316	21.9879	12.9242	15.1062	1	241	140	3	1	2
16.9525	19.4702	16.6168	24.6735	28.7018	21.1487	21.3165	29.0375	21.3165	20.1416	12.7563	14.0991	13.9313	-1.6785	9.2316	22.3236	12.7563	15.7776	1	242	141	3	1	2
16.9525	19.6381	16.2811	24.1699	28.5339	21.1487	21.3165	29.0375	21.1487	19.9738	12.9242	14.0991	13.9313	-0.3357	9.3994	22.3236	12.5885	16.2811	1	243	142	3	1	2
17.2882	19.9738	16.449	24.0021	28.5339	20.813	21.1487	29.2053	20.9808	19.9738	12.9242	14.0991	13.9313	1.5106	9.5673	22.6593	12.5885	16.7847	1	244	143	3	1	2
17.4561	19.9738	16.1133	23.4985	28.1982	20.4773	20.9808	29.0375	20.6451	19.8059	12.7563	14.0991	13.9313	3.1891	9.5673	22.8271	12.4207	17.1204	1	245	144	3	1	2
17.4561	19.9738	15.7776	23.1628	27.8625	20.3094	20.9808	28.8696	20.3094	19.8059	12.5885	13.9313	13.9313	4.6997	9.5673	22.6593	12.4207	17.4561	1	246	145	3	1	2
17.4561	19.9738	15.4419	22.6593	27.359	19.6381	20.813	28.3661	19.9738	19.4702	12.2528	13.7634	14.0991	5.8746	9.3994	22.4915	12.2528	17.6239	1	247	146	3	1	2
17.4561	19.8059	15.1062	22.3236	26.6876	19.1345	20.6451	27.8625	19.4702	19.4702	11.7493	13.5956	14.0991	6.8817	9.5673	22.1558	12.085	17.7917	1	248	147	3	1	2
17.2882	19.6381	14.7705	21.9879	26.0162	18.7988	20.6451	27.359	18.9667	19.3024	11.4136	13.4277	14.267	7.2174	9.7351	21.9879	12.085	17.7917	1	249	148	3	1	2
17.1204	19.3024	14.267	21.6522	25.177	18.1274	20.4773	26.5198	18.4631	19.1345	10.7422	13.2599	14.0991	7.3853	9.7351	21.3165	11.7493	17.6239	1	250	149	3	1	2
16.9525	19.1345	14.0991	21.3165	24.6735	17.7917	20.6451	25.5127	17.9596	18.9667	10.0708	12.9242	14.267	7.5531	9.903	20.6451	11.7493	17.4561	1	251	150	3	1	2
16.7847	18.631	13.5956	21.1487	23.6664	17.2882	20.6451	24.5056	17.2882	18.7988	9.2316	12.7563	14.0991	7.3853	10.0708	19.8059	11.5814	16.9525	1	252	151	3	1	2
16.6168	17.9596	13.2599	20.9808	22.6593	16.6168	20.4773	23.3307	16.6168	18.631	8.3923	12.2528	13.9313	7.2174	10.2386	18.9667	11.4136	16.2811	1	253	152	3	1	2
16.449	17.4561	12.9242	20.813	21.8201	16.2811	20.4773	22.1558	16.1133	18.4631	7.5531	11.9171	13.7634	7.2174	10.4065	17.7917	11.5814	15.4419	1	254	153	3	1	2
16.2811	16.7847	12.5885	20.6451	20.813	15.6097	20.3094	20.813	15.4419	17.9596	6.546	11.4136	13.5956	6.8817	10.2386	16.6168	11.2457	14.267	1	255	154	3	1	2
16.1133	16.1133	12.2528	20.3094	19.9738	15.1062	20.1416	19.4702	14.7705	17.6239	5.5389	10.91	13.4277	6.546	10.0708	15.274	11.0779	13.2599	1	256	155	3	1	2
15.6097	15.274	11.9171	20.1416	18.9667	14.4348	19.9738	18.2953	13.9313	17.2882	4.364	10.2386	12.9242	6.2103	9.903	13.9313	10.7422	12.085	1	257	156	3	1	2
15.274	14.4348	11.5814	19.9738	18.2953	13.9313	19.6381	17.1204	13.4277	16.7847	3.5248	9.7351	12.5885	6.2103	9.7351	12.7563	10.4065	11.0779	1	258	157	3	1	2
15.1062	13.7634	11.4136	19.6381	17.6239	13.4277	19.4702	15.9454	12.7563	16.449	2.6855	9.2316	12.2528	6.2103	9.3994	11.4136	10.2386	10.0708	1	259	158	3	1	2
14.7705	13.092	11.2457	19.4702	16.9525	13.092	19.1345	14.9384	12.2528	16.1133	1.8463	8.728	11.9171	6.7139	9.0637	10.4065	9.903	9.2316	1	260	159	3	1	2
14.267	12.4207	10.91	19.1345	16.2811	12.5885	18.7988	13.7634	11.5814	15.4419	1.0071	8.2245	11.4136	7.2174	8.5602	9.3994	9.3994	8.0566	1	261	160	3	1	2
21.3165	20.9808	22.1558	27.359	19.8059	18.4631	32.0587	12.4207	17.2882	30.5481	14.0991	17.1204	26.8555	16.1133	27.5269	10.0708	19.9738	11.2457	1	211	110	4	1	2
20.813	20.3094	21.1487	26.1841	19.3024	17.6239	30.7159	12.085	16.6168	29.541	13.7634	16.449	25.8484	15.7776	26.6876	9.7351	19.1345	10.91	1	212	111	4	1	2
19.9738	19.6381	20.4773	25.0092	18.631	16.9525	29.541	11.9171	15.7776	28.1982	13.4277	15.9454	25.0092	15.274	25.6805	9.5673	18.4631	10.5743	1	213	112	4	1	2
19.1345	18.9667	19.4702	23.6664	18.1274	16.1133	28.0304	11.7493	15.274	27.1912	13.092	15.4419	24.1699	14.7705	24.8413	9.3994	17.6239	10.4065	1	214	113	4	1	2
18.4631	18.631	18.631	22.4915	17.6239	15.6097	26.8555	11.9171	14.6027	26.1841	13.092	15.1062	23.1628	13.7634	24.0021	9.2316	16.9525	10.4065	1	215	114	4	1	2
17.4561	17.9596	17.7917	21.1487	17.4561	14.7705	25.5127	11.9171	14.0991	25.0092	13.092	14.6027	22.4915	12.4207	23.1628	9.2316	15.9454	10.2386	1	216	115	4	1	2
16.6168	17.4561	16.7847	19.6381	16.9525	13.9313	24.0021	11.9171	13.4277	23.8342	12.9242	14.0991	21.6522	11.2457	21.9879	8.8959	15.1062	10.0708	1	217	116	4	1	2
15.7776	17.1204	15.9454	18.4631	16.7847	13.4277	22.6593	12.2528	13.2599	22.995	13.092	13.9313	20.9808	10.2386	21.3165	9.0637	14.267	10.2386	1	218	117	4	1	2
15.1062	16.6168	15.1062	17.2882	16.6168	12.9242	21.6522	12.5885	12.9242	22.1558	13.4277	13.7634	20.6451	9.3994	20.6451	8.8959	13.7634	10.2386	1	219	118	4	1	2
14.267	16.2811	14.4348	16.1133	16.6168	12.4207	20.4773	13.092	12.7563	21.3165	13.5956	13.7634	20.1416	8.728	19.9738	8.8959	13.2599	10.5743	1	220	119	4	1	2
13.7634	15.9454	13.7634	15.1062	16.7847	12.085	19.6381	13.7634	12.5885	20.813	13.9313	13.9313	19.9738	8.3923	19.6381	8.8959	12.7563	10.91	1	221	120	4	1	2
13.2599	15.6097	13.092	14.267	16.7847	11.7493	18.7988	14.267	12.5885	20.4773	14.4348	13.9313	19.9738	8.2245	19.4702	9.0637	12.4207	11.2457	1	222	121	4	1	2
12.7563	15.1062	12.5885	13.4277	16.9525	11.5814	18.2953	14.7705	12.4207	20.1416	14.7705	14.0991	19.8059	8.0566	19.1345	9.0637	12.2528	11.4136	1	223	122	4	1	2
12.2528	14.7705	12.085	12.7563	16.9525	11.4136	17.7917	15.4419	12.4207	19.9738	14.9384	14.267	19.9738	8.2245	18.7988	8.8959	11.7493	11.7493	1	224	123	4	1	2
11.9171	14.4348	11.5814	12.085	16.9525	11.2457	17.4561	15.9454	12.4207	19.9738	15.1062	14.4348	19.9738	8.728	18.631	8.728	11.4136	11.9171	1	225	124	4	1	2
11.5814	14.0991	11.2457	11.9171	17.1204	11.2457	17.2882	16.449	12.5885	20.1416	15.4419	14.6027	20.3094	9.5673	18.4631	8.728	11.5814	12.085	1	226	125	4	1	2
11.2457	13.9313	10.7422	11.7493	17.2882	11.0779	17.1204	16.7847	12.7563	20.3094	15.7776	14.7705	20.4773	10.7422	18.4631	8.5602	11.4136	12.2528	1	227	126	4	1	2
10.91	13.5956	10.4065	11.5814	17.2882	11.0779	17.2882	17.1204	12.9242	20.6451	15.9454	15.1062	20.9808	11.7493	18.4631	8.2245	11.2457	12.4207	1	228	127	4	1	2
10.7422	13.4277	10.2386	11.9171	17.2882	11.0779	17.6239	17.4561	13.2599	21.1487	16.1133	15.4419	21.4844	12.7563	18.631	8.2245	11.5814	12.5885	1	229	128	4	1	2
10.5743	13.2599	10.0708	12.085	17.4561	11.2457	17.9596	17.7917	13.4277	21.8201	16.449	15.7776	22.3236	13.4277	18.9667	7.8888	11.7493	12.7563	1	230	129	4	1	2
10.5743	13.2599	9.903	12.5885	17.4561	11.4136	18.631	17.7917	13.7634	22.6593	16.6168	16.2811	22.995	13.7634	19.3024	7.8888	12.085	13.2599	1	231	130	4	1	2
10.5743	13.2599	9.903	12.9242	17.4561	11.5814	19.3024	17.9596	14.0991	23.4985	16.9525	16.7847	24.0021	13.5956	19.9738	7.8888	12.4207	13.4277	1	232	131	4	1	2
10.5743	13.092	9.7351	13.2599	17.4561	11.7493	19.9738	17.7917	14.4348	24.5056	17.1204	17.4561	24.8413	13.092	20.4773	7.8888	12.9242	13.9313	1	233	132	4	1	2
10.2386	13.092	9.5673	13.7634	17.2882	11.7493	20.6451	17.4561	14.6027	25.177	17.4561	17.6239	25.6805	12.4207	20.813	7.7209	13.4277	14.0991	1	234	133	4	1	2
10.0708	12.7563	9.2316	13.9313	16.9525	11.5814	21.3165	16.9525	14.7705	26.0162	17.2882	18.1274	26.5198	11.5814	21.4844	7.5531	13.9313	14.267	1	235	134	4	1	2
10.0708	12.7563	9.2316	14.6027	16.6168	11.5814	21.9879	16.6168	15.1062	27.0233	17.4561	18.4631	27.359	10.91	22.1558	7.7209	14.9384	14.4348	1	236	135	4	1	2
10.0708	12.2528	8.8959	14.9384	15.9454	11.4136	22.4915	15.6097	15.1062	27.6947	17.2882	18.631	28.1982	9.903	22.8271	7.7209	15.4419	14.4348	1	237	136	4	1	2
10.0708	12.085	8.728	15.4419	15.274	11.2457	23.1628	14.9384	15.1062	28.3661	17.1204	18.7988	28.7018	9.2316	23.6664	7.7209	16.449	14.267	1	238	137	4	1	2
9.903	11.5814	8.3923	15.6097	14.4348	10.91	23.6664	13.7634	14.7705	28.8696	16.7847	18.7988	29.2053	8.5602	24.1699	7.2174	17.1204	13.9313	1	239	138	4	1	2
